country,time,value
China,1886,376000000
Colombia,1886,3200000
Comoros,1886,95300
"Congo, Dem. Rep.",1886,7970000
"Congo, Rep.",1886,513000
Costa Rica,1886,202000
Cote d'Ivoire,1886,1700000
Croatia,1886,2200000
Cuba,1886,1630000
Cyprus,1886,198000
Czech Republic,1886,7030000
Denmark,1886,2210000
Djibouti,1886,37800
Dominica,1886,27500
Dominican Republic,1886,369000
Ecuador,1886,1230000
Egypt,1886,8450000
El Salvador,1886,624000
Equatorial Guinea,1886,100000
Eritrea,1886,490000
Estonia,1886,612000
Ethiopia,1886,7410000
Fiji,1886,124000
Finland,1886,2230000
France,1886,39700000
Gabon,1886,277000
Gambia,1886,169000
Georgia,1886,1960000
Germany,1886,46400000
Ghana,1886,1740000
Greece,1886,4300000
Grenada,1886,47500
Guatemala,1886,1240000
Guinea,1886,1760000
Guinea-Bissau,1886,344000
Guyana,1886,260000
Haiti,1886,1360000
Holy See,1886,910
Honduras,1886,466000
Hungary,1886,6470000
Iceland,1886,94100
India,1886,229000000
Indonesia,1886,32300000
Iran,1886,9200000
Iraq,1886,1900000
Ireland,1886,3470000
Israel,1886,302000
Italy,1886,30800000
Jamaica,1886,607000
Japan,1886,38700000
Jordan,1886,299000
Kazakhstan,1886,3730000
Kenya,1886,2610000
Kiribati,1886,24700
Kuwait,1886,88100
Kyrgyz Republic,1886,969000
Lao,1886,945000
Latvia,1886,1080000
Lebanon,1886,513000
Lesotho,1886,453000
Liberia,1886,544000
Libya,1886,785000
Liechtenstein,1886,8990
Lithuania,1886,1430000
Luxembourg,1886,195000
"Macedonia, FYR",1886,706000
Madagascar,1886,2630000
Malawi,1886,754000
Malaysia,1886,1390000
Maldives,1886,59900
Mali,1886,2600000
Malta,1886,206000
Marshall Islands,1886,8740
Mauritania,1886,503000
Mauritius,1886,365000
Mexico,1886,11300000
"Micronesia, Fed. Sts.",1886,22900
Moldova,1886,1300000
Monaco,1886,12600
Mongolia,1886,687000
Montenegro,1886,226000
Morocco,1886,4230000
Mozambique,1886,3610000
Myanmar,1886,6710000
Namibia,1886,231000
Nauru,1886,2320
Nepal,1886,5160000
Netherlands,1886,4330000
New Zealand,1886,615000
Nicaragua,1886,482000
Niger,1886,1790000
Nigeria,1886,16100000
North Korea,1886,4890000
Norway,1886,1960000
Oman,1886,393000
Pakistan,1886,17500000
Palau,1886,5400
Palestine,1886,241000
Panama,1886,218000
Papua New Guinea,1886,1130000
Paraguay,1886,416000
Peru,1886,3200000
Philippines,1886,5400000
Poland,1886,21500000
Portugal,1886,4870000
Qatar,1886,15200
Romania,1886,10100000
Russia,1886,57000000
Rwanda,1886,1430000
Samoa,1886,36500
San Marino,1886,8430
Sao Tome and Principe,1886,37400
Saudi Arabia,1886,2450000
Senegal,1886,1590000
Serbia,1886,3830000
Seychelles,1886,15700
Sierra Leone,1886,1290000
Singapore,1886,139000
Slovak Republic,1886,2720000
Slovenia,1886,840000
Solomon Islands,1886,70100
Somalia,1886,1510000
South Africa,1886,3540000
South Korea,1886,9840000
South Sudan,1886,1690000
Spain,1886,17400000
Sri Lanka,1886,3200000
St. Kitts and Nevis,1886,28400
St. Lucia,1886,40700
St. Vincent and the Grenadines,1886,41000
Sudan,1886,4850000
Suriname,1886,132000
Swaziland,1886,87100
Sweden,1886,4680000
Switzerland,1886,2910000
Syria,1886,1720000
Tajikistan,1886,850000
Tanzania,1886,3790000
Thailand,1886,6570000
Timor-Leste,1886,284000
Togo,1886,794000
Tonga,1886,19500
Trinidad and Tobago,1886,190000
Tunisia,1886,1410000
Turkey,1886,13000000
Turkmenistan,1886,673000
Tuvalu,1886,3610
Uganda,1886,2610000
Ukraine,1886,20600000
United Arab Emirates,1886,44200
United Kingdom,1886,32900000
United States,1886,58800000
Uruguay,1886,593000
Uzbekistan,1886,3490000
Vanuatu,1886,36400
Venezuela,1886,2220000
Vietnam,1886,12300000
Yemen,1886,3030000
Zambia,1886,742000
Zimbabwe,1886,1730000
Afghanistan,1887,4620000
Albania,1887,720000
Algeria,1887,4410000
Andorra,1887,4060
Angola,1887,2680000
Antigua and Barbuda,1887,36000
Argentina,1887,3090000
Armenia,1887,760000
Australia,1887,2830000
Austria,1887,5260000
Azerbaijan,1887,1630000
Bahamas,1887,46500
Bahrain,1887,70900
Bangladesh,1887,27100000
Barbados,1887,179000
Belarus,1887,4360000
Belgium,1887,5960000
Belize,1887,29400
Benin,1887,1220000
Bhutan,1887,127000
Bolivia,1887,1690000
Bosnia and Herzegovina,1887,1530000
Botswana,1887,122000
Brazil,1887,13500000
Brunei,1887,10200
Bulgaria,1887,3310000
Burkina Faso,1887,2710000
Burundi,1887,1460000
Cambodia,1887,2630000
Cameroon,1887,2230000
Canada,1887,4760000
Cape Verde,1887,101000
Central African Republic,1887,663000
Chad,1887,1460000
Chile,1887,2530000
China,1887,377000000
Colombia,1887,3260000
Comoros,1887,96100
"Congo, Dem. Rep.",1887,8020000
"Congo, Rep.",1887,517000
Costa Rica,1887,207000
Cote d'Ivoire,1887,1710000
Croatia,1887,2210000
Cuba,1887,1640000
Cyprus,1887,200000
Czech Republic,1887,7050000
Denmark,1887,2230000
Djibouti,1887,38100
Dominica,1887,27400
Dominican Republic,1887,378000
Ecuador,1887,1250000
Egypt,1887,8550000
El Salvador,1887,633000
Equatorial Guinea,1887,101000
Eritrea,1887,497000
Estonia,1887,618000
Ethiopia,1887,7510000
Fiji,1887,123000
Finland,1887,2260000
France,1887,39900000
Gabon,1887,279000
Gambia,1887,170000
Georgia,1887,1980000
Germany,1887,46800000
Ghana,1887,1750000
Greece,1887,4340000
Grenada,1887,48500
Guatemala,1887,1250000
Guinea,1887,1770000
Guinea-Bissau,1887,346000
Guyana,1887,262000
Haiti,1887,1380000
Holy See,1887,910
Honduras,1887,470000
Hungary,1887,6510000
Iceland,1887,94700
India,1887,230000000
Indonesia,1887,32600000
Iran,1887,9250000
Iraq,1887,1920000
Ireland,1887,3440000
Israel,1887,305000
Italy,1887,31000000
Jamaica,1887,614000
Japan,1887,39100000
Jordan,1887,301000
Kazakhstan,1887,3760000
Kenya,1887,2610000
Kiribati,1887,24800
Kuwait,1887,88500
Kyrgyz Republic,1887,978000
Lao,1887,958000
Latvia,1887,1090000
Lebanon,1887,516000
Lesotho,1887,457000
Liberia,1887,549000
Libya,1887,790000
Liechtenstein,1887,9040
Lithuania,1887,1440000
Luxembourg,1887,197000
"Macedonia, FYR",1887,712000
Madagascar,1887,2650000
Malawi,1887,754000
Malaysia,1887,1430000
Maldives,1887,60200
Mali,1887,2620000
Malta,1887,207000
Marshall Islands,1887,8800
Mauritania,1887,505000
Mauritius,1887,366000
Mexico,1887,11400000
"Micronesia, Fed. Sts.",1887,23000
Moldova,1887,1310000
Monaco,1887,12700
Mongolia,1887,688000
Montenegro,1887,228000
Morocco,1887,4260000
Mozambique,1887,3640000
Myanmar,1887,6890000
Namibia,1887,231000
Nauru,1887,2330
Nepal,1887,5190000
Netherlands,1887,4380000
New Zealand,1887,630000
Nicaragua,1887,488000
Niger,1887,1800000
Nigeria,1887,16200000
North Korea,1887,4910000
Norway,1887,1970000
Oman,1887,395000
Pakistan,1887,17600000
Palau,1887,5420
Palestine,1887,244000
Panama,1887,221000
Papua New Guinea,1887,1140000
Paraguay,1887,418000
Peru,1887,3240000
Philippines,1887,5460000
Poland,1887,21800000
Portugal,1887,4910000
Qatar,1887,15200
Romania,1887,10200000
Russia,1887,57500000
Rwanda,1887,1440000
Samoa,1887,36200
San Marino,1887,8480
Sao Tome and Principe,1887,37600
Saudi Arabia,1887,2460000
Senegal,1887,1610000
Serbia,1887,3870000
Seychelles,1887,15800
Sierra Leone,1887,1300000
Singapore,1887,144000
Slovak Republic,1887,2730000
Slovenia,1887,847000
Solomon Islands,1887,70300
Somalia,1887,1520000
South Africa,1887,3610000
South Korea,1887,9840000
South Sudan,1887,1710000
Spain,1887,17500000
Sri Lanka,1887,3230000
St. Kitts and Nevis,1887,28600
St. Lucia,1887,41000
St. Vincent and the Grenadines,1887,41100
Sudan,1887,4850000
Suriname,1887,133000
Swaziland,1887,87100
Sweden,1887,4700000
Switzerland,1887,2920000
Syria,1887,1730000
Tajikistan,1887,858000
Tanzania,1887,3800000
Thailand,1887,6610000
Timor-Leste,1887,287000
Togo,1887,801000
Tonga,1887,19500
Trinidad and Tobago,1887,195000
Tunisia,1887,1430000
Turkey,1887,13000000
Turkmenistan,1887,679000
Tuvalu,1887,3630
Uganda,1887,2620000
Ukraine,1887,20800000
United Arab Emirates,1887,44400
United Kingdom,1887,33200000
United States,1887,60100000
Uruguay,1887,614000
Uzbekistan,1887,3520000
Vanuatu,1887,36600
Venezuela,1887,2250000
Vietnam,1887,12500000
Yemen,1887,3040000
Zambia,1887,742000
Zimbabwe,1887,1740000
Afghanistan,1888,4650000
Albania,1888,727000
Algeria,1888,4450000
Andorra,1888,4080
Angola,1888,2700000
Antigua and Barbuda,1888,36100
Argentina,1888,3190000
Armenia,1888,767000
Australia,1888,2920000
Austria,1888,5310000
Azerbaijan,1888,1650000
Bahamas,1888,46900
Bahrain,1888,71200
Bangladesh,1888,27300000
Barbados,1888,180000
Belarus,1888,4400000
Belgium,1888,6010000
Belize,1888,29800
Benin,1888,1240000
Bhutan,1888,128000
Bolivia,1888,1700000
Bosnia and Herzegovina,1888,1540000
Botswana,1888,122000
Brazil,1888,13800000
Brunei,1888,10600
Bulgaria,1888,3350000
Burkina Faso,1888,2730000
Burundi,1888,1470000
Cambodia,1888,2640000
Cameroon,1888,2230000
Canada,1888,4810000
Cape Verde,1888,102000
Central African Republic,1888,666000
Chad,1888,1460000
Chile,1888,2560000
China,1888,378000000
Colombia,1888,3310000
Comoros,1888,96900
"Congo, Dem. Rep.",1888,8070000
"Congo, Rep.",1888,521000
Costa Rica,1888,214000
Cote d'Ivoire,1888,1720000
Croatia,1888,2230000
Cuba,1888,1650000
Cyprus,1888,202000
Czech Republic,1888,7080000
Denmark,1888,2250000
Djibouti,1888,38400
Dominica,1888,27400
Dominican Republic,1888,388000
Ecuador,1888,1260000
Egypt,1888,8660000
El Salvador,1888,643000
Equatorial Guinea,1888,101000
Eritrea,1888,503000
Estonia,1888,623000
Ethiopia,1888,7620000
Fiji,1888,123000
Finland,1888,2290000
France,1888,39900000
Gabon,1888,281000
Gambia,1888,171000
Georgia,1888,2000000
Germany,1888,47300000
Ghana,1888,1760000
Greece,1888,4390000
Grenada,1888,49600
Guatemala,1888,1260000
Guinea,1888,1790000
Guinea-Bissau,1888,349000
Guyana,1888,264000
Haiti,1888,1390000
Holy See,1888,910
Honduras,1888,473000
Hungary,1888,6550000
Iceland,1888,95300
India,1888,231000000
Indonesia,1888,33000000
Iran,1888,9310000
Iraq,1888,1950000
Ireland,1888,3400000
Israel,1888,309000
Italy,1888,31200000
Jamaica,1888,622000
Japan,1888,39400000
Jordan,1888,303000
Kazakhstan,1888,3800000
Kenya,1888,2620000
Kiribati,1888,25000
Kuwait,1888,89000
Kyrgyz Republic,1888,987000
Lao,1888,971000
Latvia,1888,1100000
Lebanon,1888,519000
Lesotho,1888,460000
Liberia,1888,554000
Libya,1888,795000
Liechtenstein,1888,9100
Lithuania,1888,1460000
Luxembourg,1888,198000
"Macedonia, FYR",1888,718000
Madagascar,1888,2670000
Malawi,1888,755000
Malaysia,1888,1480000
Maldives,1888,60500
Mali,1888,2640000
Malta,1888,209000
Marshall Islands,1888,8850
Mauritania,1888,507000
Mauritius,1888,367000
Mexico,1888,11600000
"Micronesia, Fed. Sts.",1888,23100
Moldova,1888,1330000
Monaco,1888,12800
Mongolia,1888,689000
Montenegro,1888,229000
Morocco,1888,4290000
Mozambique,1888,3670000
Myanmar,1888,7090000
Namibia,1888,231000
Nauru,1888,2340
Nepal,1888,5210000
Netherlands,1888,4430000
New Zealand,1888,644000
Nicaragua,1888,494000
Niger,1888,1810000
Nigeria,1888,16200000
North Korea,1888,4930000
Norway,1888,1980000
Oman,1888,396000
Pakistan,1888,17700000
Palau,1888,5450
Palestine,1888,247000
Panama,1888,224000
Papua New Guinea,1888,1140000
Paraguay,1888,420000
Peru,1888,3270000
Philippines,1888,5530000
Poland,1888,22100000
Portugal,1888,4950000
Qatar,1888,15300
Romania,1888,10200000
Russia,1888,58100000
Rwanda,1888,1450000
Samoa,1888,36000
San Marino,1888,8540
Sao Tome and Principe,1888,37900
Saudi Arabia,1888,2470000
Senegal,1888,1620000
Serbia,1888,3900000
Seychelles,1888,15900
Sierra Leone,1888,1310000
Singapore,1888,148000
Slovak Republic,1888,2740000
Slovenia,1888,854000
Solomon Islands,1888,70400
Somalia,1888,1530000
South Africa,1888,3680000
South Korea,1888,9850000
South Sudan,1888,1730000
Spain,1888,17600000
Sri Lanka,1888,3280000
St. Kitts and Nevis,1888,28800
St. Lucia,1888,41400
St. Vincent and the Grenadines,1888,41200
Sudan,1888,4850000
Suriname,1888,134000
Swaziland,1888,87100
Sweden,1888,4730000
Switzerland,1888,2930000
Syria,1888,1740000
Tajikistan,1888,866000
Tanzania,1888,3820000
Thailand,1888,6670000
Timor-Leste,1888,290000
Togo,1888,808000
Tonga,1888,19600
Trinidad and Tobago,1888,200000
Tunisia,1888,1450000
Turkey,1888,13100000
Turkmenistan,1888,685000
Tuvalu,1888,3650
Uganda,1888,2630000
Ukraine,1888,21000000
United Arab Emirates,1888,44700
United Kingdom,1888,33500000
United States,1888,61400000
Uruguay,1888,637000
Uzbekistan,1888,3550000
Vanuatu,1888,36700
Venezuela,1888,2280000
Vietnam,1888,12600000
Yemen,1888,3050000
Zambia,1888,742000
Zimbabwe,1888,1760000
Afghanistan,1889,4680000
Albania,1889,734000
Algeria,1889,4490000
Andorra,1889,4110
Angola,1889,2730000
Antigua and Barbuda,1889,36200
Argentina,1889,3290000
Armenia,1889,774000
Australia,1889,3010000
Austria,1889,5360000
Azerbaijan,1889,1660000
Bahamas,1889,47300
Bahrain,1889,71600
Bangladesh,1889,27500000
Barbados,1889,181000
Belarus,1889,4440000
Belgium,1889,6070000
Belize,1889,30300
Benin,1889,1250000
Bhutan,1889,128000
Bolivia,1889,1710000
Bosnia and Herzegovina,1889,1560000
Botswana,1889,122000
Brazil,1889,14100000
Brunei,1889,10900
Bulgaria,1889,3400000
Burkina Faso,1889,2750000
Burundi,1889,1480000
Cambodia,1889,2660000
Cameroon,1889,2240000
Canada,1889,4860000
Cape Verde,1889,103000
Central African Republic,1889,669000
Chad,1889,1460000
Chile,1889,2600000
China,1889,380000000
Colombia,1889,3370000
Comoros,1889,97700
"Congo, Dem. Rep.",1889,8120000
"Congo, Rep.",1889,525000
Costa Rica,1889,220000
Cote d'Ivoire,1889,1730000
Croatia,1889,2250000
Cuba,1889,1650000
Cyprus,1889,205000
Czech Republic,1889,7110000
Denmark,1889,2270000
Djibouti,1889,38700
Dominica,1889,27400
Dominican Republic,1889,398000
Ecuador,1889,1280000
Egypt,1889,8760000
El Salvador,1889,652000
Equatorial Guinea,1889,101000
Eritrea,1889,510000
Estonia,1889,629000
Ethiopia,1889,7720000
Fiji,1889,122000
Finland,1889,2330000
France,1889,40000000
Gabon,1889,284000
Gambia,1889,173000
Georgia,1889,2020000
Germany,1889,47800000
Ghana,1889,1770000
Greece,1889,4430000
Grenada,1889,50700
Guatemala,1889,1270000
Guinea,1889,1810000
Guinea-Bissau,1889,351000
Guyana,1889,265000
Haiti,1889,1400000
Holy See,1889,910
Honduras,1889,477000
Hungary,1889,6590000
Iceland,1889,95900
India,1889,232000000
Indonesia,1889,33300000
Iran,1889,9360000
Iraq,1889,1970000
Ireland,1889,3380000
Israel,1889,313000
Italy,1889,31500000
Jamaica,1889,629000
Japan,1889,39700000
Jordan,1889,305000
Kazakhstan,1889,3830000
Kenya,1889,2620000
Kiribati,1889,25200
Kuwait,1889,89500
Kyrgyz Republic,1889,996000
Lao,1889,985000
Latvia,1889,1110000
Lebanon,1889,523000
Lesotho,1889,464000
Liberia,1889,558000
Libya,1889,800000
Liechtenstein,1889,9170
Lithuania,1889,1470000
Luxembourg,1889,199000
"Macedonia, FYR",1889,725000
Madagascar,1889,2690000
Malawi,1889,755000
Malaysia,1889,1540000
Maldives,1889,60700
Mali,1889,2670000
Malta,1889,210000
Marshall Islands,1889,8910
Mauritania,1889,510000
Mauritius,1889,368000
Mexico,1889,11700000
"Micronesia, Fed. Sts.",1889,23200
Moldova,1889,1340000
Monaco,1889,12900
Mongolia,1889,691000
Montenegro,1889,232000
Morocco,1889,4320000
Mozambique,1889,3700000
Myanmar,1889,7300000
Namibia,1889,231000
Nauru,1889,2350
Nepal,1889,5240000
Netherlands,1889,4480000
New Zealand,1889,658000
Nicaragua,1889,500000
Niger,1889,1820000
Nigeria,1889,16300000
North Korea,1889,4940000
Norway,1889,1990000
Oman,1889,398000
Pakistan,1889,17800000
Palau,1889,5480
Palestine,1889,250000
Panama,1889,227000
Papua New Guinea,1889,1150000
Paraguay,1889,422000
Peru,1889,3310000
Philippines,1889,5600000
Poland,1889,22400000
Portugal,1889,4990000
Qatar,1889,15400
Romania,1889,10300000
Russia,1889,58600000
Rwanda,1889,1460000
Samoa,1889,35700
San Marino,1889,8590
Sao Tome and Principe,1889,38200
Saudi Arabia,1889,2470000
Senegal,1889,1630000
Serbia,1889,3930000
Seychelles,1889,16000
Sierra Leone,1889,1320000
Singapore,1889,153000
Slovak Republic,1889,2750000
Slovenia,1889,862000
Solomon Islands,1889,70500
Somalia,1889,1540000
South Africa,1889,3760000
South Korea,1889,9850000
South Sudan,1889,1740000
Spain,1889,17700000
Sri Lanka,1889,3320000
St. Kitts and Nevis,1889,29100
St. Lucia,1889,41900
St. Vincent and the Grenadines,1889,41400
Sudan,1889,4860000
Suriname,1889,135000
Swaziland,1889,87200
Sweden,1889,4750000
Switzerland,1889,2950000
Syria,1889,1750000
Tajikistan,1889,874000
Tanzania,1889,3830000
Thailand,1889,6720000
Timor-Leste,1889,293000
Togo,1889,815000
Tonga,1889,19600
Trinidad and Tobago,1889,205000
Tunisia,1889,1460000
Turkey,1889,13200000
Turkmenistan,1889,691000
Tuvalu,1889,3670
Uganda,1889,2640000
Ukraine,1889,21200000
United Arab Emirates,1889,44900
United Kingdom,1889,33900000
United States,1889,62700000
Uruguay,1889,659000
Uzbekistan,1889,3590000
Vanuatu,1889,36900
Venezuela,1889,2310000
Vietnam,1889,12800000
Yemen,1889,3060000
Zambia,1889,742000
Zimbabwe,1889,1770000
Afghanistan,1890,4710000
Albania,1890,742000
Algeria,1890,4530000
Andorra,1890,4130
Angola,1890,2750000
Antigua and Barbuda,1890,36300
Argentina,1890,3400000
Armenia,1890,781000
Australia,1890,3090000
Austria,1890,5410000
Azerbaijan,1890,1680000
Bahamas,1890,47800
Bahrain,1890,72000
Bangladesh,1890,27600000
Barbados,1890,182000
Belarus,1890,4480000
Belgium,1890,6130000
Belize,1890,30800
Benin,1890,1260000
Bhutan,1890,129000
Bolivia,1890,1720000
Bosnia and Herzegovina,1890,1570000
Botswana,1890,122000
Brazil,1890,14400000
Brunei,1890,11300
Bulgaria,1890,3450000
Burkina Faso,1890,2770000
Burundi,1890,1490000
Cambodia,1890,2680000
Cameroon,1890,2240000
Canada,1890,4910000
Cape Verde,1890,104000
Central African Republic,1890,673000
Chad,1890,1460000
Chile,1890,2640000
China,1890,381000000
Colombia,1890,3430000
Comoros,1890,98400
"Congo, Dem. Rep.",1890,8180000
"Congo, Rep.",1890,529000
Costa Rica,1890,227000
Cote d'Ivoire,1890,1740000
Croatia,1890,2270000
Cuba,1890,1660000
Cyprus,1890,207000
Czech Republic,1890,7130000
Denmark,1890,2290000
Djibouti,1890,39000
Dominica,1890,27400
Dominican Republic,1890,408000
Ecuador,1890,1290000
Egypt,1890,8870000
El Salvador,1890,662000
Equatorial Guinea,1890,102000
Eritrea,1890,517000
Estonia,1890,635000
Ethiopia,1890,7830000
Fiji,1890,122000
Finland,1890,2360000
France,1890,40000000
Gabon,1890,286000
Gambia,1890,174000
Georgia,1890,2030000
Germany,1890,48300000
Ghana,1890,1780000
Greece,1890,4480000
Grenada,1890,51800
Guatemala,1890,1280000
Guinea,1890,1820000
Guinea-Bissau,1890,354000
Guyana,1890,267000
Haiti,1890,1420000
Holy See,1890,910
Honduras,1890,481000
Hungary,1890,6630000
Iceland,1890,96500
India,1890,233000000
Indonesia,1890,33700000
Iran,1890,9420000
Iraq,1890,1990000
Ireland,1890,3350000
Israel,1890,316000
Italy,1890,31700000
Jamaica,1890,637000
Japan,1890,40100000
Jordan,1890,307000
Kazakhstan,1890,3870000
Kenya,1890,2620000
Kiribati,1890,25300
Kuwait,1890,90000
Kyrgyz Republic,1890,1010000
Lao,1890,999000
Latvia,1890,1120000
Lebanon,1890,526000
Lesotho,1890,467000
Liberia,1890,563000
Libya,1890,805000
Liechtenstein,1890,9230
Lithuania,1890,1480000
Luxembourg,1890,200000
"Macedonia, FYR",1890,731000
Madagascar,1890,2710000
Malawi,1890,756000
Malaysia,1890,1590000
Maldives,1890,61000
Mali,1890,2700000
Malta,1890,211000
Marshall Islands,1890,8960
Mauritania,1890,512000
Mauritius,1890,369000
Mexico,1890,11900000
"Micronesia, Fed. Sts.",1890,23300
Moldova,1890,1350000
Monaco,1890,13000
Mongolia,1890,692000
Montenegro,1890,234000
Morocco,1890,4350000
Mozambique,1890,3730000
Myanmar,1890,7520000
Namibia,1890,231000
Nauru,1890,2360
Nepal,1890,5260000
Netherlands,1890,4530000
New Zealand,1890,670000
Nicaragua,1890,506000
Niger,1890,1830000
Nigeria,1890,16400000
North Korea,1890,4960000
Norway,1890,2000000
Oman,1890,400000
Pakistan,1890,17900000
Palau,1890,5500
Palestine,1890,254000
Panama,1890,230000
Papua New Guinea,1890,1160000
Paraguay,1890,424000
Peru,1890,3340000
Philippines,1890,5670000
Poland,1890,22600000
Portugal,1890,5030000
Qatar,1890,15500
Romania,1890,10300000
Russia,1890,59200000
Rwanda,1890,1470000
Samoa,1890,35500
San Marino,1890,8650
Sao Tome and Principe,1890,38500
Saudi Arabia,1890,2480000
Senegal,1890,1640000
Serbia,1890,3970000
Seychelles,1890,16200
Sierra Leone,1890,1330000
Singapore,1890,158000
Slovak Republic,1890,2760000
Slovenia,1890,870000
Solomon Islands,1890,70700
Somalia,1890,1550000
South Africa,1890,3840000
South Korea,1890,9860000
South Sudan,1890,1760000
Spain,1890,17800000
Sri Lanka,1890,3360000
St. Kitts and Nevis,1890,29300
St. Lucia,1890,42300
St. Vincent and the Grenadines,1890,41600
Sudan,1890,4860000
Suriname,1890,136000
Swaziland,1890,87200
Sweden,1890,4780000
Switzerland,1890,2970000
Syria,1890,1760000
Tajikistan,1890,882000
Tanzania,1890,3840000
Thailand,1890,6780000
Timor-Leste,1890,296000
Togo,1890,822000
Tonga,1890,19600
Trinidad and Tobago,1890,210000
Tunisia,1890,1480000
Turkey,1890,13300000
Turkmenistan,1890,698000
Tuvalu,1890,3690
Uganda,1890,2650000
Ukraine,1890,21400000
United Arab Emirates,1890,45200
United Kingdom,1890,34200000
United States,1890,64100000
Uruguay,1890,682000
Uzbekistan,1890,3620000
Vanuatu,1890,37000
Venezuela,1890,2340000
Vietnam,1890,12900000
Yemen,1890,3070000
Zambia,1890,742000
Zimbabwe,1890,1780000
Afghanistan,1891,4740000
Albania,1891,749000
Algeria,1891,4570000
Andorra,1891,4160
Angola,1891,2770000
Antigua and Barbuda,1891,36300
Argentina,1891,3510000
Armenia,1891,788000
Australia,1891,3170000
Austria,1891,5460000
Azerbaijan,1891,1690000
Bahamas,1891,48300
Bahrain,1891,72400
Bangladesh,1891,27800000
Barbados,1891,183000
Belarus,1891,4530000
Belgium,1891,6190000
Belize,1891,31200
Benin,1891,1270000
Bhutan,1891,130000
Bolivia,1891,1730000
Bosnia and Herzegovina,1891,1580000
Botswana,1891,122000
Brazil,1891,14700000
Brunei,1891,11600
Bulgaria,1891,3500000
Burkina Faso,1891,2790000
Burundi,1891,1500000
Cambodia,1891,2700000
Cameroon,1891,2250000
Canada,1891,4960000
Cape Verde,1891,105000
Central African Republic,1891,676000
Chad,1891,1460000
Chile,1891,2670000
China,1891,383000000
Colombia,1891,3490000
Comoros,1891,99200
"Congo, Dem. Rep.",1891,8230000
"Congo, Rep.",1891,533000
Costa Rica,1891,234000
Cote d'Ivoire,1891,1750000
Croatia,1891,2290000
Cuba,1891,1660000
Cyprus,1891,210000
Czech Republic,1891,7160000
Denmark,1891,2310000
Djibouti,1891,39300
Dominica,1891,27400
Dominican Republic,1891,419000
Ecuador,1891,1310000
Egypt,1891,8970000
El Salvador,1891,672000
Equatorial Guinea,1891,102000
Eritrea,1891,524000
Estonia,1891,641000
Ethiopia,1891,7940000
Fiji,1891,122000
Finland,1891,2390000
France,1891,40100000
Gabon,1891,289000
Gambia,1891,175000
Georgia,1891,2050000
Germany,1891,48900000
Ghana,1891,1790000
Greece,1891,4520000
Grenada,1891,52900
Guatemala,1891,1290000
Guinea,1891,1840000
Guinea-Bissau,1891,356000
Guyana,1891,269000
Haiti,1891,1430000
Holy See,1891,911
Honduras,1891,485000
Hungary,1891,6680000
Iceland,1891,97100
India,1891,234000000
Indonesia,1891,34100000
Iran,1891,9470000
Iraq,1891,2020000
Ireland,1891,3320000
Israel,1891,320000
Italy,1891,31900000
Jamaica,1891,645000
Japan,1891,40400000
Jordan,1891,309000
Kazakhstan,1891,3900000
Kenya,1891,2620000
Kiribati,1891,25500
Kuwait,1891,90400
Kyrgyz Republic,1891,1010000
Lao,1891,1010000
Latvia,1891,1130000
Lebanon,1891,529000
Lesotho,1891,471000
Liberia,1891,568000
Libya,1891,810000
Liechtenstein,1891,9290
Lithuania,1891,1500000
Luxembourg,1891,202000
"Macedonia, FYR",1891,738000
Madagascar,1891,2720000
Malawi,1891,756000
Malaysia,1891,1640000
Maldives,1891,61300
Mali,1891,2720000
Malta,1891,213000
Marshall Islands,1891,9020
Mauritania,1891,514000
Mauritius,1891,370000
Mexico,1891,12000000
"Micronesia, Fed. Sts.",1891,23500
Moldova,1891,1360000
Monaco,1891,13100
Mongolia,1891,693000
Montenegro,1891,236000
Morocco,1891,4380000
Mozambique,1891,3760000
Myanmar,1891,7750000
Namibia,1891,231000
Nauru,1891,2360
Nepal,1891,5280000
Netherlands,1891,4590000
New Zealand,1891,682000
Nicaragua,1891,512000
Niger,1891,1840000
Nigeria,1891,16500000
North Korea,1891,4980000
Norway,1891,2020000
Oman,1891,402000
Pakistan,1891,18000000
Palau,1891,5530
Palestine,1891,257000
Panama,1891,233000
Papua New Guinea,1891,1160000
Paraguay,1891,427000
Peru,1891,3370000
Philippines,1891,5740000
Poland,1891,22900000
Portugal,1891,5070000
Qatar,1891,15600
Romania,1891,10400000
Russia,1891,59700000
Rwanda,1891,1480000
Samoa,1891,35200
San Marino,1891,8710
Sao Tome and Principe,1891,38800
Saudi Arabia,1891,2490000
Senegal,1891,1650000
Serbia,1891,4000000
Seychelles,1891,16300
Sierra Leone,1891,1340000
Singapore,1891,163000
Slovak Republic,1891,2760000
Slovenia,1891,877000
Solomon Islands,1891,70800
Somalia,1891,1560000
South Africa,1891,3920000
South Korea,1891,9860000
South Sudan,1891,1770000
Spain,1891,17900000
Sri Lanka,1891,3410000
St. Kitts and Nevis,1891,29500
St. Lucia,1891,42900
St. Vincent and the Grenadines,1891,41900
Sudan,1891,4860000
Suriname,1891,137000
Swaziland,1891,87200
Sweden,1891,4810000
Switzerland,1891,3000000
Syria,1891,1770000
Tajikistan,1891,890000
Tanzania,1891,3860000
Thailand,1891,6840000
Timor-Leste,1891,300000
Togo,1891,830000
Tonga,1891,19700
Trinidad and Tobago,1891,216000
Tunisia,1891,1490000
Turkey,1891,13300000
Turkmenistan,1891,704000
Tuvalu,1891,3710
Uganda,1891,2660000
